,gps_e,gps_n,pf_e,pf_n,pf_theta,diff_e,diff_n,diff_sum,error
0,743073.622549609,3398155.4792778715,743063.838125182,3398141.3740948043,0.9351022860404211,95.73496136927561,198.9561893610846,294.6911507303602,17.16657073297868
1,743085.6129451012,3398167.8787634466,,,0.0,,,,
2,743097.5966236403,3398180.573923815,743087.9825113394,3398170.738002762,0.7008804127914016,92.43115533459958,96.74534295776668,189.17649829236626,13.754144767755147
3,743109.5936520102,3398192.677780639,,,0.0,,,,
4,743119.5465575338,3398204.7354028807,,,0.0,,,,
5,743276.1896552389,3399189.7831155183,,,0.0,,,,
6,743028.8807878622,3398370.4090263713,,,0.0,,,,
7,743016.3489241955,3398381.958003455,743025.5203676714,3398380.921546853,2.4182630975970985,84.11537543118851,1.074242287195544,85.18961771838406,9.229822193216078
8,743003.830461042,3398392.915674766,743013.3107871886,3398391.1509065134,2.4315480154535956,89.87658384563963,3.1144069854373964,92.99099083107703,9.64318364603086
9,742991.3053368715,3398404.169018575,,,0.0,,,,
10,742978.7869250835,3398415.1267160675,742988.7959797108,3398412.263914286,2.4357950191446305,100.18117453166512,8.195634039528969,108.37680857119409,10.410418270712954
11,742966.2685388178,3398426.0844266554,742974.6703704508,3398424.7202871367,2.4699223102836534,70.59077479032298,1.8608766264805412,72.45165141680353,8.511853582904463
12,742952.7147823203,3398437.6103586387,,,0.0,,,,
13,742940.1897636177,3398448.863755884,742950.544321946,3398447.6593767656,2.4438651231754265,107.21687817381523,1.4505290611109118,108.66740723492615,10.42436603515658
14,742927.6580861503,3398460.4128255574,742938.0632880805,3398457.968033692,2.501260825020004,108.26822720831012,5.977007265786499,114.24523447409662,10.688556238992085
15,742915.1331200834,3398471.6662489446,,,0.0,,,,
16,742902.5881273081,3398483.8066634005,742912.1104331346,3398480.117782966,2.4297003068161755,90.67430825415963,13.607838861700104,104.28214711585973,10.211863058025196
17,742890.05653054,3398495.35577223,742899.8151172885,3398491.7054186347,2.3882297280720493,95.23001532806126,13.325081369615566,108.55509669767682,10.418977718455723
18,742876.4895757866,3398507.4731091154,,,0.0,,,,
19,742863.9714010425,3398518.430926559,,,0.0,,,,
20,742852.4752670528,3398529.4118584734,742861.8412758523,3398525.333657909,2.4229413469636176,87.72212083274442,16.63171984228226,104.35384067502667,10.215372762411887
21,742840.9992045437,3398539.505823491,,,0.0,,,,
22,742831.593919897,3398548.463361335,,,0.0,,,,
23,742823.2307100279,3398556.5570274666,742835.2873238582,3398553.214472489,2.4205759415175248,145.36193705500355,11.172673778474635,156.53461083347818,12.511379253842406
24,742815.8895242782,3398564.673797488,,,0.0,,,,
25,742811.6010178723,3398573.451183376,,,0.0,,,,
26,742810.3718656282,3398582.5935226665,742818.6408503763,3398577.6124854363,1.740408877179457,68.37610876541822,24.810731888945995,93.18684065436422,9.653333137023928
27,742811.1867327034,3398591.782057628,,,0.0,,,,
28,742816.1029946315,3398600.471667115,,,0.0,,,,
29,742823.0565805447,3398609.503136771,742826.9853324529,3398606.494273544,1.161627107490761,15.435091556520677,9.053257918649907,24.488349475170583,4.948570447631375
