,gps_e,gps_n,pf_e,pf_n,pf_theta,diff_e,diff_n,diff_sum,error
115,743129.0767833774,3398284.168343689,743132.8561508291,3398282.1212513377,2.277403618554123,14.28361833476105,4.190587094059623,18.474205428820675,4.298163029576783
116,743128.2503726931,3398285.114256675,743132.5889484043,3398282.951662028,2.283108413694569,18.823239202170278,4.6768156058537524,23.500054808024032,4.847685510429078
117,743127.4585071601,3398286.062449387,743132.2636900793,3398283.823685353,2.301799106748178,23.089782887504402,5.012064398377544,28.101847285881945,5.301117550656837
118,743126.5976313009,3398287.0035534995,743131.5257209806,3398284.7289616684,2.31310563871775,24.286067891012777,5.173767997764462,29.45983588877724,5.42769158010818
119,743125.7581670204,3398287.9512891457,743130.7717354699,3398285.658045307,2.326671370328422,25.13586859814885,5.258967304835424,30.394835902984273,5.5131511772292505
120,743124.9040283792,3398288.8994676387,743130.0659622299,3398286.5605135574,2.3456082397971687,26.645561078108717,5.470706194398096,32.11626727250681,5.667121603822069
121,743123.9996292288,3398289.843487097,743129.0020977175,3398287.6571351173,2.361802404868785,25.024690979884276,4.780134978775304,29.80482595865958,5.459379631300573
122,743123.1329033633,3398290.7965464313,743127.9191013953,3398288.770108136,2.365940194297423,22.9076916012542,4.106452164964588,27.014143766218787,5.19751322905664
123,743122.1996930233,3398291.744330639,743126.7227410362,3398289.8998891106,2.3895569508446686,20.45796332669685,3.401964551804835,23.859927878501683,4.884662514289158
124,743121.2834760658,3398292.6947464314,743126.004038455,3398290.550216122,2.3931997378099727,22.28370926957866,4.59901024778171,26.88271951736037,5.184854821242382
